,Head x,Head y,Neck x,Neck y,Torso x,Torso y,Tailhead x,Tailhead y,warped Head x,warped Head y,warped Neck x,warped Neck y,warped Torso x,warped Torso y,warped Tailhead x,warped Tailhead y,Elapsed Time,decision,Head displacement,Neck displacement,Torso displacement,Tailhead displacement,Head velocity,Neck velocity,Torso velocity,Tailhead velocity,Head acceleration,Neck acceleration,Torso acceleration,Tailhead acceleration
11,228.48951721191406,103.39102935791016,235.50790405273438,103.44580841064453,247.9879913330078,100.93248748779297,259.90863037109375,102.9808349609375,290.8721128185191,63.59009894678393,291.42535070480824,69.46044078891931,292.8944691183385,80.93160786239848,290.5035262315624,93.12776120254611,0.36666666666666664,,4.803199601303326,5.1144653437795045,4.972810529668746,4.3313240797651655,144.09598803909978,153.43396031338514,149.18431589006238,129.93972239295496,-202.85355655394852,-10.886987245308717,257.3548256698234,173.10004017481162
12,223.37698364257812,103.32359313964844,228.35289001464844,103.63243103027344,240.6812286376953,103.37254333496094,255.17083740234375,103.3176040649414,291.6419089101261,59.07748011560112,290.89797454517907,64.38539983853701,291.0386394442841,76.01119563454041,290.2531917356579,88.61103568120862,0.4,,4.577806760687827,5.102368691284717,5.2587603359685495,4.523657457737178,137.33420282063483,153.07106073854152,157.7628100790565,135.70972373211535,445.3405421902522,-150.77699946195338,-535.6653450419327,1209.5049792753198
13,219.0904083251953,100.98409271240234,224.04483032226562,103.39848327636719,236.41395568847656,103.47744750976562,248.70816040039062,103.60562896728516,293.6146738611073,54.404176213832685,291.1174297466868,59.45544321302475,290.55959603583415,71.37228797254872,290.11254905169386,82.74516961642216,0.43333333333333335,,5.072629585343663,4.934838691882547,4.663576619255291,5.867551879154201,152.1788875603099,148.0451607564764,139.90729857765874,176.026556374626,82.94919081524881,-72.68432189708847,-276.758120070983,-1589.2148159669837
14,212.59915161132812,100.64863586425781,219.93955993652344,103.0359115600586,232.5687255859375,103.34735870361328,244.49522399902344,103.77274322509766,294.69682835305474,49.354022484186196,292.0114422343854,54.684403688290715,290.8472716320766,67.02572983299038,290.04501265387796,78.64396801620414,0.4666666666666667,,5.164795352916162,4.854078334219115,4.356067596954198,4.101757639190885,154.94386058748486,145.62235002657346,130.68202790862597,123.05272917572655,-485.0605276374026,-124.0540243315084,-149.2916264057726,257.6329665670905
15,208.01637268066406,100.41674041748047,212.85655212402344,101.16926574707031,227.28253173828125,103.15571594238281,239.7451171875,103.85353088378906,295.0878208150506,44.74473693200098,293.34333362315857,50.16013689026401,291.1826772074124,62.84898724139633,290.0948382880206,74.2562344177647,0.5,T-entry,4.625839211096826,4.716240529406328,4.190188012058896,4.388016490932096,138.77517633290478,141.48721588218984,125.70564036176688,131.6404947279629,-592.4317212147546,-540.00828228501,-164.8567030595403,47.755992232035
16,203.9742431640625,99.96553802490234,208.7291259765625,100.60065460205078,223.19796752929688,103.0650863647461,234.98861694335938,104.33856201171875,295.58096599038697,40.80792188375861,294.6782291469105,46.266370811394886,291.9080214520631,58.908170561836464,289.6716727583474,69.83536221940086,0.5333333333333333,T-entry,3.967581743080432,4.116231326867428,4.007013897548296,4.441078704523247,119.02745229241296,123.48693980602285,120.21041692644887,133.2323611356974,-232.81770971481734,-473.9931526208243,57.84027704755047,-866.8801391003426
17,200.45899963378906,99.2402572631836,207.17344665527344,100.04920196533203,219.47470092773438,101.01338195800781,231.33486938476562,104.04415130615234,297.1522819713865,37.44832798445633,296.305088141576,43.06662724642891,293.63013843834705,55.21904586556548,290.12741929270175,66.38747383594836,0.5666666666666667,T-entry,3.708895398952857,3.589572268399846,4.071280872045574,3.4778785499673104,111.26686196858572,107.68716805199537,122.13842616136722,104.33635649901932,864.6437543566816,55.75552299344906,-473.4396591396771,-52.96436982193825
18,196.83673095703125,95.55287170410156,203.5525665283203,97.08173370361328,215.88455200195312,100.94570922851562,227.6891326904297,104.14826202392578,301.02007497669405,34.83194858048225,298.68164577153294,40.29433704662282,294.3407143591071,51.74574975468936,290.11644177705756,62.96846220864505,0.6,T-entry,4.669610681571392,3.651522849503678,3.5452368063348216,3.419029250165157,140.08832044714177,109.54568548511034,106.35710419004465,102.57087750495471,341.61437358422035,106.44255950873088,-263.29431383250125,433.3882304306393
19,195.66323852539062,91.472412109375,200.10794067382812,95.5574951171875,211.9541473388672,100.41078186035156,223.4822235107422,104.27938842773438,305.8275018295399,33.28828798894701,301.59851528232747,37.90619829541271,294.8766446173059,48.537517347552495,290.0908189369057,59.067974639299,0.6333333333333333,T-entry,5.049182207776082,3.7697923600689345,3.252687568743154,3.900571728421423,151.47546623328245,113.09377080206804,97.58062706229461,117.01715185264268,-407.23873234264914,96.91700464418801,-168.39205028091612,-219.34126761524212
20,195.07754516601562,87.85999298095703,199.22738647460938,92.15528106689453,208.4789581298828,99.83690643310547,219.59774780273438,104.55180358886719,310.2753536030507,32.12802206350515,304.9603852218807,35.97418754603754,296.17091210571476,45.758545443643186,289.8900320746858,55.41663188500941,0.6666666666666666,Acc,4.59669472739536,3.877477920784699,3.065585290653247,3.6568592088489313,137.9008418218608,116.32433762354097,91.9675587195974,109.70577626546795,-785.9042256006675,-295.6351323489457,355.4062457849963,-202.6270603534327
21,192.37261962890625,84.48078155517578,196.31845092773438,88.77801513671875,207.20066833496094,96.9314956665039,215.93678283691406,104.33252716064453,313.73953776483665,30.762869828113853,308.17261397703334,34.46523162801368,298.7479809490755,43.44907672689607,290.25807613164625,52.004706883749904,0.7,Acc,3.7234678100612855,3.5489944403969815,3.4604811193032425,3.4317180306784505,111.70403430183856,106.46983321190945,103.81443357909728,102.95154092035352,-1234.9130911191564,-672.3715430778802,-851.1476006310611,84.25915889095222
22,191.85366821289062,83.579833984375,195.6553192138672,87.8358154296875,204.10311889648438,96.1447525024414,212.2685089111328,103.92912292480469,315.9124235935435,29.864328177931316,310.79335244321624,33.47404180351509,300.20811126343574,41.40162826989834,290.84196271621073,48.52805709325263,0.7333333333333333,Acc,2.3513421532622227,2.8019149480882257,2.514761563046508,3.5253393183350643,70.54026459786668,84.05744844264677,75.44284689139525,105.76017955005193,146.61564621281826,-302.3535175071197,-199.82255537343534,-231.49531437748905
23,191.60325622558594,80.3757553100586,195.18643188476562,84.90851593017578,202.95947265625,95.32561492919922,208.61904907226562,103.59516143798828,318.41141286046275,29.587745829163836,313.2064680530629,32.96623839405202,301.540288919085,39.53563165704152,291.3438907384018,45.298708607300284,0.7666666666666667,Acc,2.5142484268320207,2.4659665953025374,2.292736501520469,3.2681223023600765,75.42745280496062,73.97899785907612,68.78209504561407,98.0436690708023,-248.170777925651,-153.6476510077759,634.126635391105,-1639.068279927152
24,191.70909118652344,79.56034851074219,195.0144805908203,84.08462524414062,200.23468017578125,92.74007415771484,207.5168914794922,103.03311920166016,320.6181432005081,29.963561496392263,315.49728491477777,32.82370131332385,303.94626026956735,37.74810852546066,292.03563291281444,44.027837017446615,0.8,Acc,2.2385031180257418,2.295246983071675,2.99732165195503,1.446935324663241,67.15509354077226,68.85740949215025,89.9196495586509,43.40805973989723,1240.944633831315,13.183607784854559,-279.7944343200827,3108.390260346604
25,192.51678466796875,76.10026550292969,195.1080322265625,80.75164031982422,199.223876953125,91.56904602050781,203.66342163085938,100.0844955444336,324.01402838497654,31.20977322807783,317.80518845641257,32.919608396116864,306.0696891280466,36.102507085327474,295.6048911673595,40.669671096072506,0.8333333333333334,Acc,3.6173304889494253,2.309895436165958,2.6864389471549384,4.9007022806039116,108.51991466848276,69.29686308497874,80.59316841464815,147.02106841811735,-32.07120900658879,-453.45364124497024,71.84752554962472,-1166.386792385037
26,195.74205017089844,73.00189208984375,195.34979248046875,79.78360748291016,196.3556365966797,89.07003021240234,199.95819091796875,99.72099304199219,327.121147595849,32.99144522401278,319.5986403556874,33.13262480454531,308.44458876564954,34.68402239030961,296.1433096151659,37.10539137837343,0.8666666666666667,Acc,3.5816958122754374,1.8060580570048799,2.7662695310989656,3.6047169557316483,107.45087436826313,54.1817417101464,82.98808593296897,108.14150867194945,-1838.742412091993,-464.7732948898008,-1138.1540107027715,-366.64314341850985
